task_index,task,feature_index,interval,x,ale
0,task_1,6,26,0.49643567204475403,0.6469415426254272
0,task_1,6,27,0.5005322694778442,0.705227792263031
0,task_1,6,28,0.5059441924095154,0.7804040908813477
0,task_1,6,29,0.7741251587867737,4.031087398529053
0,task_1,7,0,0.0,0.5756280422210693
0,task_1,7,1,0.0015204250812530518,0.5756280422210693
0,task_1,7,2,0.018717646598815918,0.5222915410995483
0,task_1,7,3,0.019265875220298767,0.5203534960746765
0,task_1,7,4,0.020072385668754578,0.5203534960746765
0,task_1,7,5,0.022059664130210876,0.5144379138946533
0,task_1,7,6,0.022709980607032776,0.5144379138946533
0,task_1,7,7,0.02790050208568573,0.49872246384620667
0,task_1,7,8,0.027944549918174744,0.49872246384620667
0,task_1,7,9,0.030336126685142517,0.4921451210975647
0,task_1,7,10,0.04184754192829132,0.4588916599750519
0,task_1,7,11,0.04347248375415802,0.45376256108283997
0,task_1,7,12,0.04556232690811157,0.4471941590309143
0,task_1,7,13,0.04743267595767975,0.44211795926094055
0,task_1,7,14,0.0545123815536499,0.4204995632171631
0,task_1,7,15,0.06141982972621918,0.401520311832428
0,task_1,7,16,0.061783209443092346,0.401520311832428
0,task_1,7,17,0.07501165568828583,0.3604840040206909
0,task_1,7,18,0.07543998956680298,0.3604840040206909
0,task_1,7,19,0.07787106931209564,0.35184168815612793
0,task_1,7,20,0.0807875394821167,0.34365594387054443
0,task_1,7,21,0.08352424204349518,0.3361489176750183
0,task_1,7,22,0.08640575408935547,0.3259102404117584
0,task_1,7,23,0.08691360056400299,0.3245563805103302
0,task_1,7,24,0.09607096016407013,0.29928845167160034
0,task_1,7,25,4.284966468811035,-2.1921191215515137
0,task_1,7,26,4.284966468811035,-2.1921191215515137
0,task_1,7,27,4.284966468811035,-2.1921191215515137
0,task_1,7,28,4.284966468811035,-2.1921191215515137
0,task_1,7,29,4.284966468811035,-2.1921191215515137
0,task_1,8,0,0.0,0.39427661895751953
0,task_1,8,1,0.0,0.39427661895751953
0,task_1,8,2,0.0,0.39427661895751953
0,task_1,8,3,0.0,0.39427661895751953
0,task_1,8,4,0.0,0.39427661895751953
0,task_1,8,5,0.0,0.39427661895751953
0,task_1,8,6,0.0,0.39427661895751953
0,task_1,8,7,0.0,0.39427661895751953
0,task_1,8,8,0.0,0.39427661895751953
0,task_1,8,9,0.0,0.39427661895751953
0,task_1,8,10,0.0,0.39427661895751953
0,task_1,8,11,0.0,0.39427661895751953
0,task_1,8,12,0.0,0.39427661895751953
0,task_1,8,13,0.0,0.39427661895751953
0,task_1,8,14,0.0,0.39427661895751953
0,task_1,8,15,0.0,0.39427661895751953
0,task_1,8,16,0.0,0.39427661895751953
0,task_1,8,17,0.0,0.39427661895751953
0,task_1,8,18,0.0,0.39427661895751953
