task,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_012,MT_013,MT_014,MT_015,MT_016,MT_017,MT_018,MT_019,MT_020,MT_021,MT_022,MT_023,MT_024,MT_025,MT_026,MT_027,MT_028,MT_029,MT_030,MT_031,MT_032,MT_033,MT_034,MT_035,MT_036,MT_037,MT_038,MT_039,MT_040,MT_041,MT_042,MT_043,MT_044,MT_045,MT_046,MT_047,MT_048,MT_049,MT_050
MT_031,0.008151190355420113,0.012770364060997963,0.014198563992977142,0.01095407735556364,0.01223762147128582,0.013013647869229317,0.014036085456609726,0.012782227247953415,0.012798232957720757,0.01193082146346569,0.014050795696675777,0.012409673072397709,0.012410243973135948,0.012569095939397812,0.011935826390981674,0.012496800161898136,0.012672701850533485,0.012338660657405853,0.012338012456893921,0.010173169896006584,0.011820970103144646,0.012631524354219437,0.012319797649979591,0.012768695130944252,0.01266019232571125,0.011791886761784554,0.03780185803771019,0.04373810440301895,0.01368691399693489,0.013143716380000114,1.0,0.04605688899755478,0.05882788076996803,0.04582300782203674,0.04284261539578438,0.04943659529089928,0.041692644357681274,0.06962187588214874,0.03534010052680969,0.053082384169101715,0.039850614964962006,0.0462886244058609,0.04565934091806412,0.04802115634083748,0.04378920793533325,0.0662534087896347,0.045792050659656525,0.012770364060997963,0.012220798060297966,0.012199734337627888
MT_032,0.010858677327632904,0.015394112095236778,0.01300114206969738,0.013397560454905033,0.014566456899046898,0.014146851375699043,0.013817166909575462,0.015394112095236778,0.015394112095236778,0.014974506571888924,0.013817166909575462,0.015295208431780338,0.015295208431780338,0.015594828873872757,0.014578087255358696,0.015394112095236778,0.015268583782017231,0.015394112095236778,0.015393621288239956,0.012626627460122108,0.01476726308465004,0.015186848118901253,0.014554619789123535,0.015395799651741982,0.015502793714404106,0.014370822347700596,0.030134353786706924,0.045721635222435,0.013981148600578308,0.014556674286723137,0.04605688899755478,1.0,0.04649585485458374,0.04456315189599991,0.04358179494738579,0.048927225172519684,0.04138578474521637,0.04047197103500366,0.035334378480911255,0.04634048044681549,0.04110884666442871,0.04284887760877609,0.0444166474044323,0.038468193262815475,0.04406619817018509,0.04357980191707611,0.049016233533620834,0.015394112095236778,0.014554619789123535,0.014767242595553398
MT_033,0.008609965443611145,0.012338661588728428,0.011342935264110565,0.010913081467151642,0.011805878952145576,0.014020340517163277,0.013604382053017616,0.012338701635599136,0.012354204431176186,0.011545502580702305,0.013604382053017616,0.012001773342490196,0.012001771479845047,0.01214948482811451,0.012385061010718346,0.011930844746530056,0.012294973246753216,0.011930814012885094,0.011928621679544449,0.009829265996813774,0.011408314108848572,0.01219973899424076,0.01184186153113842,0.012337027117609978,0.012234516441822052,0.012199734337627888,0.03388146311044693,0.039295636117458344,0.013255178928375244,0.01306049432605505,0.05882788076996803,0.04649585485458374,1.0,0.040393732488155365,0.04178345575928688,0.04836041480302811,0.03645870089530945,0.06489413976669312,0.03390677273273468,0.05613523721694946,0.040371913462877274,0.04376814886927605,0.04276636987924576,0.04217067360877991,0.03856024146080017,0.049832046031951904,0.04101884365081787,0.012338660657405853,0.011835485696792603,0.012631437741219997
MT_034,0.010946841910481453,0.015613031573593616,0.013196534477174282,0.013196534477174282,0.014785376377403736,0.014353672973811626,0.014036085456609726,0.015613031573593616,0.015613031573593616,0.014773480594158173,0.014036085456609726,0.015082424506545067,0.015082424506545067,0.015375909395515919,0.014773480594158173,0.015181328170001507,0.015486421063542366,0.015181328170001507,0.015180837363004684,0.012447202578186989,0.014566216617822647,0.015405766665935516,0.014353593811392784,0.015611297450959682,0.015502793714404106,0.014566216617822647,0.031326279044151306,0.04722897708415985,0.014200068078935146,0.014761440455913544,0.04582300782203674,0.04456315189599991,0.040393732488155365,1.0,0.05671202391386032,0.050119549036026,0.043660469353199005,0.04330103471875191,0.03513869643211365,0.04132804274559021,0.04100189357995987,0.04559007287025452,0.05041652172803879,0.04182373732328415,0.045469123870134354,0.04628506675362587,0.050702061504125595,0.015613031573593616,0.014353593811392784,0.014974063262343407
MT_035,0.010853530839085579,0.015500262379646301,0.01330002024769783,0.013273230753839016,0.014871299266815186,0.014268414117395878,0.013934405520558357,0.015500262379646301,0.015500262379646301,0.014662200585007668,0.013934405520558357,0.014960965141654015,0.014960965141654015,0.015254544094204903,0.01468697376549244,0.015069324523210526,0.015599166974425316,0.015069324523210526,0.015072725713253021,0.012525228783488274,0.014662200585007668,0.015500262379646301,0.01423710398375988,0.015498531050980091,0.01539022009819746,0.01468697376549244,0.0325632281601429,0.04804973676800728,0.014103902503848076,0.014670450240373611,0.04284261539578438,0.04358179494738579,0.04178345575928688,0.05671202391386032,1.0,0.04613354057073593,0.0421815887093544,0.04602784663438797,0.03754614293575287,0.04254213720560074,0.043148141354322433,0.04801904410123825,0.05392824485898018,0.04422168433666229,0.04330364987254143,0.047121673822402954,0.04704587906599045,0.015500262379646301,0.01423710398375988,0.015095546841621399
MT_036,0.010992792434990406,0.015502793714404106,0.013296962715685368,0.01309814304113388,0.014675138518214226,0.01445938553661108,0.01392584852874279,0.015502793714404106,0.015502793714404106,0.014675090089440346,0.01392584852874279,0.01534985937178135,0.01504012756049633,0.015268761664628983,0.014873288571834564,0.015077422372996807,0.01543132122606039,0.015077183023095131,0.015076691284775734,0.012359386309981346,0.014467829838395119,0.01529552973806858,0.01425527036190033,0.015501083806157112,0.015394112095236778,0.014666015282273293,0.0376768559217453,0.046832017600536346,0.014089830219745636,0.0148670868948102,0.04943659529089928,0.048927225172519684,0.04836041480302811,0.050119549036026,0.04613354057073593,1.0,0.04399331659078598,0.04474226385354996,0.03779014199972153,0.04381113499403,0.04218035936355591,0.051665086299180984,0.04820641875267029,0.04063504934310913,0.04595980793237686,0.04511161148548126,0.0508790984749794,0.015502793714404106,0.014255202375352383,0.015079700388014317
MT_037,0.010482937097549438,0.014055110514163971,0.011818764731287956,0.013288749381899834,0.01328791119158268,0.012993314303457737,0.012475311756134033,0.018835831433534622,0.015124838799238205,0.01597953774034977,0.012580572627484798,0.014561237767338753,0.014469124376773834,0.01422291062772274,0.014487005770206451,0.014518286101520061,0.013903173618018627,0.01438816823065281,0.014597214758396149,0.014190258458256721,0.01473340205848217,0.014992723241448402,0.014421148225665092,0.014225156977772713,0.014354942366480827,0.013148078694939613,0.0321568138897419,0.04248763620853424,0.014099515974521637,0.013469343073666096,0.041692644357681274,0.04138578474521637,0.03645870089530945,0.043660469353199005,0.0421815887093544,0.04399331659078598,1.0,0.04156801849603653,0.10195580124855042,0.04202260822057724,0.06436708569526672,0.048121578991413116,0.043498389422893524,0.05004675313830376,0.10992994904518127,0.04655291140079498,0.04261104017496109,0.014024149626493454,0.014353593811392784,0.01347297988831997
MT_038,0.008307470008730888,0.01233869418501854,0.015422048047184944,0.010538479313254356,0.011805909685790539,0.01342700980603695,0.013604388572275639,0.012342355214059353,0.012406713329255581,0.011545540764927864,0.01360439695417881,0.012002000585198402,0.012001791968941689,0.012149505317211151,0.012341095134615898,0.011930817738175392,0.012294973246753216,0.011930814012885094,0.011929094791412354,0.009829273447394371,0.011441061273217201,0.01222000177949667,0.011915445327758789,0.01233738660812378,0.012235472910106182,0.012199734337627888,0.03252456709742546,0.043801695108413696,0.01325521245598793,0.013078644871711731,0.06962187588214874,0.04047197103500366,0.06489413976669312,0.04330103471875191,0.04602784663438797,0.04474226385354996,0.04156801849603653,1.0,0.0361722968518734,0.05244335159659386,0.04025905951857567,0.05883608013391495,0.04614322632551193,0.04562853276729584,0.0415273979306221,0.04835354536771774,0.04362538084387779,0.012338660657405853,0.011835485696792603,0.012631437741219997
MT_039,0.010769122280180454,0.01546141691505909,0.013171210885047913,0.013118947856128216,0.014682840555906296,0.01483478769659996,0.014231754466891289,0.015996625646948814,0.01747109368443489,0.014686296693980694,0.014264514669775963,0.01544634997844696,0.016507547348737717,0.015317553654313087,0.01661943830549717,0.015196194872260094,0.015271020121872425,0.014974063262343407,0.015337572433054447,0.012391408905386925,0.015314123593270779,0.015747401863336563,0.014922937378287315,0.0165681354701519,0.01651141606271267,0.014353593811392784,0.03703602775931358,0.03540649265050888,0.014583364129066467,0.015162255614995956,0.03534010052680969,0.035334378480911255,0.03390677273273468,0.03513869643211365,0.03754614293575287,0.03779014199972153,0.10195580124855042,0.0361722968518734,1.0,0.03638751059770584,0.052095264196395874,0.04101990908384323,0.03776516020298004,0.03612319380044937,0.07710960507392883,0.036420613527297974,0.040017642080783844,0.015405766665935516,0.014566216617822647,0.014761440455913544
MT_040,0.008188581094145775,0.012783406302332878,0.010944453068077564,0.010926740244030952,0.012241620570421219,0.01317833922803402,0.014042035676538944,0.014910578727722168,0.013077588751912117,0.011945415288209915,0.014039857313036919,0.017860647290945053,0.012476802803575993,0.012573473155498505,0.012558083981275558,0.012343175709247589,0.012672701850533485,0.012338660657405853,0.012527931481599808,0.010198259726166725,0.011802948080003262,0.012661144137382507,0.012474208138883114,0.01277172565460205,0.012664338573813438,0.011791886761784554,0.03281145542860031,0.041280683130025864,0.013706142082810402,0.01381464209407568,0.053082384169101715,0.04634048044681549,0.05613523721694946,0.04132804274559021,0.04254213720560074,0.04381113499403,0.04202260822057724,0.05244335159659386,0.03638751059770584,1.0,0.047501109540462494,0.06497512012720108,0.0443972572684288,0.07952407002449036,0.04784058779478073,0.04577597975730896,0.041459470987319946,0.012770364060997963,0.012220798060297966,0.012199734337627888
MT_041,0.011126192286610603,0.015694672241806984,0.01446559838950634,0.014671124517917633,0.01630469225347042,0.015327529050409794,0.014630351215600967,0.01643655076622963,0.015879394486546516,0.01630520075559616,0.01551114208996296,0.01514844037592411,0.015605906024575233,0.016483038663864136,0.015075212344527245,0.015606611967086792,0.015486421063542366,0.015181328170001507,0.015356582589447498,0.01249387301504612,0.014784932136535645,0.015659425407648087,0.01455667894333601,0.01714165136218071,0.015607951208949089,0.014566216617822647,0.04024947062134743,0.0473850816488266,0.01430528424680233,0.016737375408411026,0.039850614964962006,0.04110884666442871,0.040371913462877274,0.04100189357995987,0.043148141354322433,0.04218035936355591,0.06436708569526672,0.04025905951857567,0.052095264196395874,0.047501109540462494,1.0,0.05026257783174515,0.04404572397470474,0.046759843826293945,0.07331478595733643,0.04216041788458824,0.0493454672396183,0.015613031573593616,0.014353593811392784,0.014974063262343407
MT_042,0.01100512221455574,0.015614529140293598,0.014182834886014462,0.013196738436818123,0.014786917716264725,0.015708724036812782,0.014036275446414948,0.01569664105772972,0.01572525128722191,0.014773700386285782,0.014036392793059349,0.015105118043720722,0.015082774683833122,0.015376121737062931,0.01484998594969511,0.015183656476438046,0.015486421063542366,0.015181328170001507,0.01519913412630558,0.012457898817956448,0.015390563756227493,0.015427470207214355,0.014624068513512611,0.015633363276720047,0.015527107752859592,0.014566216617822647,0.03836311027407646,0.04630359262228012,0.014212479814887047,0.01625792868435383,0.0462886244058609,0.04284887760877609,0.04376814886927605,0.04559007287025452,0.04801904410123825,0.051665086299180984,0.048121578991413116,0.05883608013391495,0.04101990908384323,0.06497512012720108,0.05026257783174515,1.0,0.04795324429869652,0.05768858641386032,0.046898454427719116,0.045939378440380096,0.04572539031505585,0.015613031573593616,0.014353593811392784,0.014974063262343407
MT_043,0.010353095829486847,0.014761440455913544,0.013285534456372261,0.013260485604405403,0.013968387618660927,0.014353593811392784,0.013968387618660927,0.014761440455913544,0.014761440455913544,0.014761440455913544,0.013968387618660927,0.015298726037144661,0.015298726037144661,0.015000483021140099,0.01396828144788742,0.015193143859505653,0.01463115494698286,0.015193143859505653,0.01518986839801073,0.012467325665056705,0.014554672874510288,0.014554672874510288,0.015181328170001507,0.014763079583644867,0.014867077581584454,0.01376151293516159,0.03339850530028343,0.04851241409778595,0.014093379490077496,0.014773480594158173,0.04565934091806412,0.0444166474044323,0.04276636987924576,0.05041652172803879,0.05392824485898018,0.04820641875267029,0.043498389422893524,0.04614322632551193,0.03776516020298004,0.0443972572684288,0.04404572397470474,0.04795324429869652,1.0,0.04316602647304535,0.04499741271138191,0.047416843473911285,0.053828999400138855,0.014761440455913544,0.015181328170001507,0.014146825298666954
MT_044,0.008199792355298996,0.012776089832186699,0.011093729175627232,0.010924123227596283,0.01223823707550764,0.013088024221360683,0.014036349020898342,0.013089144602417946,0.01690112054347992,0.01193121075630188,0.014036156237125397,0.015171665698289871,0.012410187162458897,0.012569379061460495,0.014346694573760033,0.012339817360043526,0.012672701850533485,0.012338660657405853,0.012456879951059818,0.010175306349992752,0.01185080036520958,0.012635130435228348,0.012281031347811222,0.012769202701747417,0.012734677642583847,0.011791886761784554,0.03603261709213257,0.044067297130823135,0.013761492446064949,0.013144600205123425,0.04802115634083748,0.038468193262815475,0.04217067360877991,0.04182373732328415,0.04422168433666229,0.04063504934310913,0.05004675313830376,0.04562853276729584,0.03612319380044937,0.07952407002449036,0.046759843826293945,0.05768858641386032,0.04316602647304535,1.0,0.04922713339328766,0.048401594161987305,0.04175138473510742,0.012770364060997963,0.012220798060297966,0.012199734337627888
MT_045,0.010362972505390644,0.013933176174759865,0.011881926096975803,0.013322222977876663,0.013323569670319557,0.01283975038677454,0.012379316613078117,0.014169949106872082,0.014157284051179886,0.014699574559926987,0.012364817783236504,0.014294327236711979,0.014323139563202858,0.014105155132710934,0.013511186465620995,0.016865115612745285,0.014002077281475067,0.01428926456719637,0.014503764919936657,0.014135247096419334,0.01491574291139841,0.014861238189041615,0.014519117772579193,0.014071842655539513,0.014437664300203323,0.013256439007818699,0.036185793578624725,0.043474871665239334,0.01372554898262024,0.013372797518968582,0.04378920793533325,0.04406619817018509,0.03856024146080017,0.045469123870134354,0.04330364987254143,0.04595980793237686,0.10992994904518127,0.0415273979306221,0.07710960507392883,0.04784058779478073,0.07331478595733643,0.046898454427719116,0.04499741271138191,0.04922713339328766,1.0,0.043354518711566925,0.044092707335948944,0.01392524503171444,0.01424947939813137,0.01358134113252163
MT_046,0.00921725109219551,0.013604382053017616,0.013379635289311409,0.012365800328552723,0.012935591861605644,0.01401011273264885,0.015181329101324081,0.013604661449790001,0.013605167157948017,0.013604383915662766,0.015181331895291805,0.014125188812613487,0.014125160872936249,0.013839317485690117,0.012812018394470215,0.014036091975867748,0.01349039189517498,0.014036085456609726,0.014033583924174309,0.01154550351202488,0.01346596423536539,0.013430016115307808,0.0143069913610816,0.013606023043394089,0.01371002197265625,0.012636831030249596,0.03606386110186577,0.05016007274389267,0.014477871358394623,0.013628366403281689,0.0662534087896347,0.04357980191707611,0.049832046031951904,0.04628506675362587,0.047121673822402954,0.04511161148548126,0.04655291140079498,0.04835354536771774,0.036420613527297974,0.04577597975730896,0.04216041788458824,0.045939378440380096,0.047416843473911285,0.048401594161987305,0.043354518711566925,1.0,0.04740224406123161,0.013604382053017616,0.013968387618660927,0.013022143393754959
MT_047,0.010946841910481453,0.015613031573593616,0.013196534477174282,0.013196534477174282,0.014785376377403736,0.014353672973811626,0.014036085456609726,0.015613031573593616,0.015613031573593616,0.014773480594158173,0.014036085456609726,0.015082424506545067,0.015082424506545067,0.015375909395515919,0.014773480594158173,0.015181328170001507,0.015486421063542366,0.015181328170001507,0.015180837363004684,0.012447202578186989,0.014566216617822647,0.015405766665935516,0.014353593811392784,0.015611297450959682,0.015502793714404106,0.014566216617822647,0.029699958860874176,0.05815520137548447,0.014200068078935146,0.014761440455913544,0.045792050659656525,0.049016233533620834,0.04101884365081787,0.050702061504125595,0.04704587906599045,0.0508790984749794,0.04261104017496109,0.04362538084387779,0.040017642080783844,0.041459470987319946,0.0493454672396183,0.04572539031505585,0.053828999400138855,0.04175138473510742,0.044092707335948944,0.04740224406123161,1.0,0.015613031573593616,0.014353593811392784,0.014974066987633705
MT_048,0.03992526978254318,0.0370573028922081,0.04255982115864754,0.03019682690501213,0.03277825564146042,0.03932500630617142,0.032093342393636703,0.0428365021944046,0.044813089072704315,0.03321615234017372,0.03503943979740143,0.025420546531677246,0.0337076336145401,0.036075886338949203,0.039923861622810364,0.023400679230690002,0.04143854230642319,0.04393359273672104,0.04120662063360214,0.02997913770377636,0.04271769896149635,0.035261932760477066,0.03953155502676964,0.03557208180427551,0.03426361456513405,0.04298382252454758,0.011181462556123734,0.015405766665935516,0.03647025302052498,0.044447921216487885,0.012770364060997963,0.015394112095236778,0.012338660657405853,0.015613031573593616,0.015500262379646301,0.015502793714404106,0.014024149626493454,0.012338660657405853,0.015405766665935516,0.012770364060997963,0.015613031573593616,0.015613031573593616,0.014761440455913544,0.012770364060997963,0.01392524503171444,0.013604382053017616,0.015613031573593616,1.0,0.039518117904663086,0.043297603726387024
MT_049,0.037114161998033524,0.03279423713684082,0.03816088289022446,0.03367850184440613,0.03476579487323761,0.03633682429790497,0.03376559913158417,0.039491456001996994,0.04033616930246353,0.036833688616752625,0.03280854970216751,0.022674988955259323,0.03213918209075928,0.032525189220905304,0.036091454327106476,0.021176883950829506,0.03748984634876251,0.038911715149879456,0.037841059267520905,0.03359457850456238,0.04190939664840698,0.034615207463502884,0.03809822350740433,0.03520548343658447,0.031801242381334305,0.04688239097595215,0.012142403051257133,0.014566216617822647,0.03368823230266571,0.04030110687017441,0.012220798060297966,0.014554619789123535,0.011835485696792603,0.014353593811392784,0.01423710398375988,0.014255202375352383,0.014353593811392784,0.011835485696792603,0.014566216617822647,0.012220798060297966,0.014353593811392784,0.014353593811392784,0.015181328170001507,0.012220798060297966,0.01424947939813137,0.013968387618660927,0.014353593811392784,0.039518117904663086,1.0,0.03749772906303406
MT_050,0.037408873438835144,0.03619883954524994,0.04117106646299362,0.02935478463768959,0.03172082453966141,0.04142605513334274,0.030375320464372635,0.040059298276901245,0.04229126125574112,0.031673651188611984,0.03331432119011879,0.026628177613019943,0.03443390876054764,0.03730558976531029,0.04201698303222656,0.02386024408042431,0.04635057598352432,0.057610560208559036,0.04270926117897034,0.029132146388292313,0.04054718837141991,0.03367358818650246,0.0408858023583889,0.03362138941884041,0.03502223268151283,0.045946430414915085,0.010733108967542648,0.014761440455913544,0.03401777893304825,0.042616017162799835,0.012199734337627888,0.014767242595553398,0.012631437741219997,0.014974063262343407,0.015095546841621399,0.015079700388014317,0.01347297988831997,0.012631437741219997,0.014761440455913544,0.012199734337627888,0.014974063262343407,0.014974063262343407,0.014146825298666954,0.012199734337627888,0.01358134113252163,0.013022143393754959,0.014974066987633705,0.043297603726387024,0.03749772906303406,1.0
