dataset,method,combo_index,combo_tag,sweep__similarity__update_every,sweep__similarity__keep_epochs,sweep__regularization__l2,sweep__optim__lr,seed_mean,seed_std,seed_n,best_epoch_mean,best_epoch_std,best_epoch_n,best_test_loss_mean,best_test_loss_std,best_test_loss_n,time_train_mean,time_train_std,time_train_n,time_validation_mean,time_validation_std,time_validation_n,time_test_mean,time_test_std,time_test_n,time_ale_mean,time_ale_std,time_ale_n,time_similarity_mean,time_similarity_std,time_similarity_n,total_time_mean,total_time_std,total_time_n,train_loss_mean,train_loss_std,train_loss_n,train_rmse_mean,train_rmse_std,train_rmse_n,train_mae_mean,train_mae_std,train_mae_n,train_mape_mean,train_mape_std,train_mape_n,val_loss_mean,val_loss_std,val_loss_n,val_rmse_mean,val_rmse_std,val_rmse_n,val_mae_mean,val_mae_std,val_mae_n,val_mape_mean,val_mape_std,val_mape_n,test_loss_mean,test_loss_std,test_loss_n,test_rmse_mean,test_rmse_std,test_rmse_n,test_mae_mean,test_mae_std,test_mae_n,test_mape_mean,test_mape_std,test_mape_n
metrla,mtan,1,optim-lr_1e-3,,,,0.001,2.0,1.5811388300841898,5,16.2,6.942621983083912,5,18.07503547668457,1.3332682940045464,5,1124.2398773193358,218.0315251037157,5,76.29217371940612,17.402179560649113,5,2.0444544315338136,0.4051475613032482,5,5.2309036254882814e-05,3.501085711076911e-05,5,2.2792816162109374e-05,6.751077931900643e-06,5,1202.5765805721285,235.5108724950158,5,14.796796598296234,1.2801443516711166,5,14.796796598296234,1.2801443516711166,5,9.970497762293054,1.2951190192243671,5,210856430.3013285,28238226.53246946,5,17.581307125091552,0.9226700412464428,5,17.581307125091552,0.9226700412464428,5,12.7169297227537,0.9895183782545974,5,304415381.0405797,13735816.197723892,5,18.41379874593394,1.331901563922033,5,18.41379874593394,1.331901563922033,5,14.177045511623511,1.3295890912825905,5,510444976.9256039,77706809.23985206,5
metrla,ple,1,optim-lr_1e-3,,,,0.001,2.0,1.5811388300841898,5,14.0,10.793516572461453,5,18.883608627319337,1.932436018708046,5,2105.4487498760222,546.3775073762436,5,86.45234761238098,20.583815177018195,5,2.178867530822754,0.4044918710691794,5,4.010200500488281e-05,1.301337440751319e-05,5,2.32696533203125e-05,9.67961813855639e-06,5,2194.0800283908843,566.1742840435779,5,14.163017803228996,0.5780227314762101,5,14.163017803228996,0.5780227314762101,5,9.89115097626396,0.6190768257438497,5,461579659.6514492,340029336.5388944,5,17.69584018504562,0.9293328483439428,5,17.69584018504562,0.9293328483439428,5,12.55419735632081,0.6038470149108512,5,428898830.8946859,221668949.83033347,5,19.221842188996398,2.019404141515756,5,19.221842188996398,2.019404141515756,5,14.101725208816896,1.436049754131757,5,950047911.3835752,598098855.9782491,5
metrla,single_task_mlp,1,optim-lr_1e-3,,,,0.001,2.0,1.5811388300841898,5,7.4,1.51657508881031,5,15.455117225646973,0.5634529464012837,5,1806.5351259231568,88.40522423015253,5,137.048557472229,7.022750308291726,5,4.33270149230957,0.0579734104804185,5,3.428459167480469e-05,2.853064594583815e-06,5,2.617835998535156e-05,2.398448245994433e-06,5,1947.9164453506469,95.442307895139,5,14.340938871724594,0.3342646892975449,5,14.340938871724594,0.3342646892975449,5,9.623310599350123,0.3529945363299302,5,137682639.82475844,5273191.658794427,5,16.437864101336196,0.4056349124779804,5,16.437864101336196,0.4056349124779804,5,11.49156347565029,0.4568472825594125,5,254613247.7504831,8056948.768455987,5,15.697472870868182,0.5611040854432011,5,15.697472870868182,0.5611040854432011,5,11.615824427120929,0.5894996601499731,5,319699796.784058,22960169.318856776,5
metrla,soft,1,optim-lr_1e-3,,,,0.001,2.0,1.5811388300841898,5,7.4,1.51657508881031,5,15.456597137451173,0.5645087219382279,5,1207.974238204956,646.4866082554681,5,86.83521018028259,45.80605128654559,5,2.7061650276184084,1.2657966019105358,5,3.4189224243164064e-05,1.3383970481739129e-05,5,2.3794174194335937e-05,1.048689479636395e-05,5,1297.5156713962556,693.4920411878873,5,14.341231242930832,0.3342229198174105,5,14.341231242930832,0.3342229198174105,5,9.62450079779694,0.3522385464467087,5,137672204.757971,5291999.799753971,5,16.4389932019699,0.4063873516315948,5,16.4389932019699,0.4063873516315948,5,11.494167424860784,0.4574642207337715,5,254615149.3335749,8015965.036570051,5,15.698939970265265,0.5619795591257928,5,15.698939970265265,0.5619795591257928,5,11.618452623616092,0.5895675316061122,5,319774899.6954106,22874404.41137066,5
multisine,ale_frechet,41,optim-lr_1e-2__regularization-l2_0.01__similarity-keep_epochs_1__similarity-update_every_10,10.0,1.0,0.01,0.01,4.5,3.027650354097492,10,41.7,23.532719538737737,10,0.474969470500946,0.079219037929656,10,5.790086269378662,1.9156075917085664,10,0.4382034778594971,0.148414459667963,10,0.0082091093063354,0.0003350466478584,10,2.7073925971984862,1.0194467368273463,10,0.563921332359314,0.2030046181722337,10,9.507812786102296,3.283215225013422,10,0.5392373141646385,0.0496835249096459,10,0.5392373141646385,0.0496835249096459,10,0.4013969692587852,0.0742644266611659,10,2.419957140684128,2.109197543023659,10,0.4556894467771054,0.04568563314508,10,0.4556894467771054,0.04568563314508,10,0.4331026866286993,0.045200620624525,10,2.8758784465491773,2.119951372762215,10,0.4749601510912179,0.0792217945758051,10,0.4749601510912179,0.0792217945758051,10,0.4520822293311357,0.0799568804239041,10,12.30253597766161,18.88958414901063,10
multisine,crossstitch,2,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,39.2,29.161618610769874,10,0.4928559362888336,0.1100775214528871,10,7.731810474395752,3.270605582620127,10,0.4585603713989258,0.2017554516755239,10,0.0078026533126831,0.0002112112635416,10,4.680156707763672e-05,2.0139761787135243e-05,10,3.2734870910644534e-05,1.5017237496312535e-05,10,8.19825303554535,3.4721776270539024,10,0.5346198070049286,0.0302494766840416,10,0.5346198070049286,0.0302494766840416,10,0.3942922458052634,0.0473148422736364,10,1.510042994916439,0.8432978717400397,10,0.5131469237804412,0.042001320572092,10,0.5131469237804412,0.042001320572092,10,0.4919369370490313,0.0427209429894097,10,1.6782111847400665,0.5676152448412428,10,0.4928417132794857,0.1100797145297367,10,0.4928417132794857,0.1100797145297367,10,0.4736415401101112,0.1111757092011694,10,3.918557714149356,4.62552117876176,10
multisine,hard,1,optim-lr_1e-2,,,,0.01,4.5,3.027650354097492,10,40.6,41.358057121785706,10,0.5259131342172623,0.0572722794986412,10,5.493573713302612,3.150856937871624,10,0.3999954938888549,0.2422211431744334,10,0.0065597772598266,0.0003159605042787,10,5.040168762207032e-05,3.2148554681375387e-05,10,3.528594970703125e-05,1.7964030861926177e-05,10,5.900214672088623,3.3929565901572536,10,0.5181139215826989,0.0484205136329173,10,0.5181139215826989,0.0484205136329173,10,0.3669122776389122,0.0678293054135636,10,3.2362772792577745,4.017384984305355,10,0.508884586840868,0.0557181529352449,10,0.508884586840868,0.0557181529352449,10,0.4879880031198264,0.0553776460551762,10,5.672248228341341,2.888803889151368,10,0.5258995562791824,0.0572818256776968,10,0.5258995562791824,0.0572818256776968,10,0.5054401898384094,0.0581475720917951,10,9.77010989457369,5.100368809043103,10
multisine,mmoe,2,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,38.7,34.59303076889589,10,0.5594189703464508,0.0860332919217877,10,7.227236032485962,3.6306803047833687,10,0.4790746450424194,0.2567143628743968,10,0.0084116220474243,0.0002184094769634,10,4.780292510986328e-05,2.456553529774815e-05,10,3.5762786865234375e-05,2.2643489972274332e-05,10,7.714805865287781,3.887452941281509,10,0.5763225731253624,0.0490530827008288,10,0.5763225731253624,0.0490530827008288,10,0.4520754376053809,0.0671130001506556,10,1.2776793432235718,0.3957901728948397,10,0.5013856909424066,0.0722357229434896,10,0.5013856909424066,0.0722357229434896,10,0.4791229722648858,0.0708625066988521,10,1.5391041953861715,0.7624899099729022,10,0.5593966481089592,0.0860228091275311,10,0.5593966481089592,0.0860228091275311,10,0.537253095805645,0.0863192077155983,10,3.987016744911671,2.983500881821138,10
multisine,mtan,2,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,13.1,33.100688143232844,10,0.7535860776901245,0.0392299290155759,10,3.452930784225464,2.61377577948758,10,0.2463509321212768,0.2080050431776464,10,0.0080173969268798,0.0012361692721835,10,2.7608871459960937e-05,2.2823741935474363e-05,10,2.188682556152344e-05,1.3902890400714938e-05,10,3.707348608970642,2.8221580485972546,10,0.6339179101586342,0.0612029993492036,10,0.6339179101586342,0.0612029993492036,10,0.5421297124028206,0.0915120912524339,10,1.3280106097459794,0.3676941112827728,10,0.5874612400680781,0.0421545434291496,10,0.5874612400680781,0.0421545434291496,10,0.5624147418886423,0.0422116928409021,10,1.4976199847459797,0.8933312870848423,10,0.7535857859253884,0.0392324982965495,10,0.7535857859253884,0.0392324982965495,10,0.7343804562091828,0.0411701849245832,10,1.8051411527395245,0.6286679043764072,10
multisine,ple,2,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,31.6,39.760952369546345,10,0.6751386940479278,0.0641514266969921,10,7.055880832672119,4.592224990231846,10,0.4511377811431885,0.3102722264021293,10,0.0103615522384643,0.0002782616694628,10,4.23431396484375e-05,2.6719243470827283e-05,10,3.006458282470703e-05,1.94559072384568e-05,10,7.517452573776245,4.902528725141794,10,0.5853280067443847,0.0505195056687373,10,0.5853280067443847,0.0505195056687373,10,0.4686115297675132,0.0779925324845664,10,1.0622064620256426,0.2200500034090302,10,0.5287519783526659,0.0532682315828722,10,0.5287519783526659,0.0532682315828722,10,0.5057495157420635,0.0527346377697837,10,1.5522667230665683,0.8733648924681428,10,0.6751327501237393,0.0641425739111867,10,0.6751327501237393,0.0641425739111867,10,0.6565015929937362,0.0674250173695185,10,1.9713660487532612,0.8333714772825351,10
multisine,single_task_mlp,2,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,18.2,24.584547992590792,10,0.5205100744962692,0.1150451340844811,10,3.722847771644593,1.9199943711737872,10,0.2749428510665893,0.1470198547705626,10,0.0074552774429321,0.0008015665727258,10,3.304481506347656e-05,1.6876787326958697e-05,10,2.393722534179688e-05,1.1498709433863047e-05,10,4.005302882194519,2.0663648171968894,10,0.5810258489847183,0.0584512250778511,10,0.5810258489847183,0.0584512250778511,10,0.4638229385018347,0.0850266716662702,10,1.362074757218361,0.5467799922262446,10,0.5333222121000291,0.064532116368466,10,0.5333222121000291,0.064532116368466,10,0.5099382397532463,0.0619389791947079,10,1.5200123620033266,0.6498868488905812,10,0.5205262176692484,0.1150422109603333,10,0.5205262176692484,0.1150422109603333,10,0.5001055047661066,0.1136826002857869,10,1.9933163100481035,0.8771838942149361,10
multisine,soft,1,optim-lr_1e-2,,,,0.01,4.5,3.027650354097492,10,41.9,17.194637406922997,10,0.4060940325260162,0.0405367729523165,10,7.725941801071167,1.897792201768393,10,0.6252368688583374,0.1589842731359954,10,0.018021273612976,0.0176757742851357,10,5.240440368652344e-05,1.397267582127407e-05,10,3.721714019775391e-05,1.0641323917286592e-05,10,8.369289565086365,2.052679978270158,10,0.4942492008209228,0.0013577703247996,10,0.4942492008209228,0.0013577703247996,10,0.335325039923191,0.0044749676301638,10,0.6569267427921296,0.5466661790448041,10,0.4416855578869582,0.0302152672964669,10,0.4416855578869582,0.0302152672964669,10,0.4205918609350919,0.0311232274946189,10,1.3588136932998895,1.0711677305932017,10,0.4060948596149683,0.040535336834476,10,0.4060948596149683,0.040535336834476,10,0.3839801282435655,0.0416821405940824,10,2.575713829919696,1.434951828256487,10
nn5,ale_frechet,2,optim-lr_1e-3__regularization-l2_0.01__similarity-keep_epochs_3__similarity-update_every_10,10.0,3.0,0.01,0.001,4.5,3.027650354097492,10,121.3,14.484090889278791,10,6.4586256980896,0.4301187455972158,10,193.03551280498505,17.02670699653023,10,20.511956691741943,2.0999384718456886,10,0.8995234966278076,0.3302778572010064,10,188.1262125968933,15.171592029869522,10,1134.076165485382,117.47701027282211,10,1536.64937107563,150.78996467660107,10,5.686612128996634,0.3649565621238295,10,5.686612128996634,0.3649565621238295,10,4.113679483774546,0.3640759911480825,10,6686712.017326122,279371.1007499568,10,8.410463836708583,0.3492051036234004,10,8.410463836708583,0.3492051036234004,10,6.059961127483093,0.36403378088118,10,7150725.8792692665,250468.2732301652,10,6.458464598763096,0.4301460308857926,10,6.458464598763096,0.4301460308857926,10,5.054880008718989,0.4240259199369726,10,6597746.809543017,461095.60005673097,10
nn5,crossstitch,1,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,49.3,6.03784361801095,10,6.877426433563232,0.1890420119859177,10,1337.7429984092712,175.2946804862021,10,45.97264225482941,5.91218934626658,10,0.7816856622695922,0.0736520294566011,10,7.5531005859375e-05,1.771435602778731e-05,10,4.737377166748047e-05,1.1151177889320704e-05,10,1384.4974492311478,181.18876946871677,10,5.037777251595849,0.2507408553534038,10,5.037777251595849,0.2507408553534038,10,3.561260198150669,0.2322563481977006,10,6198653.21307177,138846.7991649612,10,8.2286247783953,0.1538548168165183,10,8.2286247783953,0.1538548168165183,10,6.11130978019388,0.1507154793425532,10,7204783.224533488,392529.7339913241,10,6.876624673336477,0.1888703206151292,10,6.876624673336477,0.1888703206151292,10,5.484258106699935,0.1867068836699454,10,7306607.561625535,252881.5600844928,10
nn5,hard,1,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,91.6,29.82988806922048,10,6.886151742935181,0.4404028467694247,10,80.82772006988526,20.49003837718505,10,6.246822214126587,1.5785630355150924,10,0.1877532005310058,0.00787369227225,10,8.976459503173828e-05,2.0904610264215608e-05,10,5.743503570556641e-05,1.58046922996664e-05,10,87.26244268417358,22.072390161647867,10,5.585378498859233,0.3911354279905075,10,5.585378498859233,0.3911354279905075,10,4.086724661921595,0.3711498875132905,10,6201390.647355169,326440.97134266584,10,8.528580743128115,0.3742904017991339,10,8.528580743128115,0.3742904017991339,10,6.232350771598988,0.4027082637793605,10,6829782.357481654,424831.2268257572,10,6.885996198009801,0.440315590345475,10,6.885996198009801,0.440315590345475,10,5.4785678699209885,0.4412919278529233,10,6735141.033287945,411715.8224864098,10
nn5,mmoe,1,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,57.1,3.034981237357344,10,5.849214696884156,0.2298169408603655,10,208.77416830062867,7.49763945809793,10,6.777118563652039,0.2567897759134435,10,0.2342242240905761,0.0742797199141712,10,6.451606750488282e-05,7.26748776616041e-06,10,3.936290740966797e-05,6.002647751516026e-06,10,215.7856149673462,7.757235526152401,10,4.454694996545981,0.1739647553555283,10,4.454694996545981,0.1739647553555283,10,3.019551601925412,0.1758463465885015,10,5931658.746871788,196266.71801007137,10,7.8047677791870385,0.183112344907003,10,7.8047677791870385,0.183112344907003,10,5.533624073943576,0.1944763924011169,10,6503925.622311064,184107.8310671144,10,5.84912157359424,0.229786955386452,10,5.84912157359424,0.229786955386452,10,4.38064210275272,0.2209488686906268,10,5967767.670836651,163006.9175831472,10
nn5,mtan,1,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,62.9,12.3868209534704,10,7.701541662216186,0.5259928826869048,10,77.72230489253998,10.668537402275142,10,7.171145176887512,0.9835957014860588,10,0.3405891895294189,0.0467843900495809,10,0.0001014947891235,1.2385049027828629e-05,10,6.92129135131836e-05,1.6402262561193144e-05,10,85.23420996665955,11.656782132965596,10,6.178798932427759,0.6089193670054713,10,6.178798932427759,0.6089193670054713,10,4.654316180675953,0.5961008985671238,10,6171990.916844304,236095.32625565736,10,8.98753855228424,0.5007888701277547,10,8.98753855228424,0.5007888701277547,10,6.855627968289831,0.4835177917618438,10,6352478.644755403,530350.2551176958,10,7.701348740882702,0.5259496907894429,10,7.701348740882702,0.5259496907894429,10,6.258342660762168,0.5345579633506894,10,6718097.824919833,574800.1747890325,10
nn5,ple,1,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,36.1,10.375719519896226,10,8.613817024230958,0.4727950451420277,10,91.20224509239196,14.801041089490605,10,6.328652691841126,1.0239456321318323,10,0.6941008806228638,0.0718931218330347,10,6.244182586669921e-05,9.947418196309328e-06,10,4.465579986572266e-05,6.493521118576923e-06,10,98.22510576248168,15.794085654507231,10,6.8544354442003605,0.3371213076599389,10,6.8544354442003605,0.3371213076599389,10,5.472248594234655,0.3253325302975855,10,5060256.964716829,408548.0365623967,10,9.878039740119968,0.3814958366847774,10,9.878039740119968,0.3814958366847774,10,7.684007403979431,0.3624788944953696,10,5298008.903326052,735193.670458157,10,8.613628051195057,0.472785395922683,10,8.613628051195057,0.472785395922683,10,7.0890259762068055,0.4662147787042893,10,5537179.761822626,469377.9030222556,10
nn5,single_task_mlp,1,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,39.4,3.272783388968954,10,6.838828992843628,0.2603509827404136,10,34.66362516880035,1.9800303456028576,10,3.269024133682251,0.1842229386693873,10,0.2499968290328979,0.034376294751046,10,5.2809715270996094e-05,1.100821034992061e-05,10,3.275871276855469e-05,6.309164084694196e-06,10,38.182731699943545,2.164156418795065,10,4.920553109667322,0.2859384754040719,10,4.920553109667322,0.2859384754040719,10,3.465622343565967,0.2726014616187119,10,6030380.502539221,99880.54702119312,10,8.45510174820015,0.2171491943892944,10,8.45510174820015,0.2171491943892944,10,6.271502917951292,0.2207119630242693,10,7201435.336210529,337387.0680309016,10,6.838554648880487,0.260366877223934,10,6.838554648880487,0.260366877223934,10,5.420353282464517,0.256303655199972,10,7083166.433836019,326275.8018027681,10
nn5,soft,1,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,39.1,3.281259920619924,10,6.148555612564087,0.0619996400802703,10,494.4874697446823,26.085248136913307,10,35.49156234264374,1.7889127845722042,10,0.7274274349212646,0.0548138328484101,10,7.414817810058594e-05,6.381626097324604e-06,10,4.742145538330078e-05,6.004751765934735e-06,10,530.7065810918808,27.82122222226949,10,4.1447468585796186,0.0794340069704012,10,4.1447468585796186,0.0794340069704012,10,2.704034727972907,0.0627002139638461,10,6194937.150966046,161988.31116882156,10,7.810849004608018,0.0218096375736931,10,7.810849004608018,0.0218096375736931,10,5.618371920005695,0.0312304856325216,10,7563715.675174782,50091.523888686585,10,6.14822356400189,0.0620311748937162,10,6.14822356400189,0.0620311748937162,10,4.739683178416244,0.0623232443653938,10,7418758.722771214,80725.5784358321,10
polynomial,ale_frechet,50,optim-lr_1e-3__regularization-l2_0.001__similarity-keep_epochs_3__similarity-update_every_10,10.0,3.0,0.001,0.001,4.5,3.027650354097492,10,13.8,14.512829573250771,10,4.68452205657959,0.8501784561243216,10,3.3267152547836303,1.1425389606858691,10,0.2469902753829956,0.0888995380020939,10,0.0081063032150268,0.000739509304204,10,1.583534049987793,0.5752120039508728,10,0.3280794858932495,0.1196794032049349,10,5.493425369262695,1.9190493966927729,10,2.03049000620842,0.2466624439766124,10,2.03049000620842,0.2466624439766124,10,1.4364811146259309,0.2446665770434727,10,0.6696236485242844,0.1813323318623206,10,2.8672786997258664,0.5033883668068798,10,2.8672786997258664,0.5033883668068798,10,2.838292824774981,0.5010293888141747,10,0.6100348210521043,0.1639842024264118,10,4.684487006217241,0.8501937501817187,10,4.684487006217241,0.8501937501817187,10,4.646519490703941,0.8465108854300716,10,0.6126145652681589,0.1612398920454342,10
polynomial,crossstitch,2,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,38.4,28.328234835387978,10,4.600289440155029,0.5682688651059614,10,7.0755836963653564,3.0431695985308256,10,0.4261151313781738,0.1870539131772959,10,0.0073235750198364,0.0002392738961008,10,4.2438507080078125e-05,1.90157812140308e-05,10,3.058910369873047e-05,1.264445416151717e-05,10,7.5090954303741455,3.230307436427754,10,2.095910110473633,0.2292396864629064,10,2.095910110473633,0.2292396864629064,10,1.476168737411499,0.1730265020088563,10,0.6055051800608634,0.1564257960327959,10,2.792984446659684,0.3322566126254109,10,2.792984446659684,0.3322566126254109,10,2.7634081092476848,0.3306983091380092,10,0.4339708486758173,0.1302079219424508,10,4.600116240084171,0.5685706057214458,10,4.600116240084171,0.5685706057214458,10,4.5624227699637405,0.5655649016921906,10,0.4336670781672,0.1313704096771021,10
polynomial,hard,1,optim-lr_1e-2,,,,0.01,4.5,3.027650354097492,10,23.4,22.916272723886745,10,4.792919063568116,0.8704007116176271,10,3.702459216117859,1.574316658510729,10,0.2746639251708984,0.124751587747444,10,0.006130027770996,0.0001530397120071,10,3.275871276855469e-05,1.3152794295277994e-05,10,2.2482872009277343e-05,1.017193618693469e-05,10,3.9833084106445313,1.6989990439431633,10,2.149137154817581,0.2529215105408899,10,2.149137154817581,0.2529215105408899,10,1.5304330718517305,0.2267427232561581,10,1.8666637229919436,0.945990971461575,10,2.906880638450384,0.4931640588627271,10,2.906880638450384,0.4931640588627271,10,2.876860889419913,0.4900404755442997,10,1.6886844459548591,1.5095770763667766,10,4.792943942844867,0.8703954168891501,10,4.792943942844867,0.8703954168891501,10,4.753273032605649,0.8661261353648968,10,1.8157600449118765,1.5986457543017834,10
polynomial,mmoe,1,optim-lr_1e-2,,,,0.01,4.5,3.027650354097492,10,25.7,14.568230274584945,10,4.797832393646241,0.8356248562753853,10,5.362563252449036,1.4472770727334356,10,0.3617068529129028,0.1014153712951006,10,0.0080090045928955,0.0002835730574572,10,3.6835670471191406e-05,1.0660773896709218e-05,10,2.4008750915527344e-05,6.382665204321414e-06,10,5.73233995437622,1.5484583234550553,10,2.0267594707012178,0.134606004446962,10,2.0267594707012178,0.134606004446962,10,1.447240945696831,0.1326117560938919,10,1.1961851139366626,0.4240722983573151,10,2.941584743261337,0.5192423682874988,10,2.941584743261337,0.5192423682874988,10,2.9129371451586485,0.5171958661795674,10,0.6813119314424693,0.1857211898936857,10,4.797810349538922,0.8355858426115151,10,4.797810349538922,0.8355858426115151,10,4.756122510656715,0.8347412305479845,10,0.723923394754529,0.2196482070596582,10
polynomial,mtan,2,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,73.4,49.735299335582575,10,5.75830864906311,0.6116132704348759,10,7.4446439981460575,3.63092911343868,10,0.5844966411590576,0.2943871849748423,10,0.0071498155593872,0.0001915859153446,10,6.728172302246093e-05,3.3376670963250455e-05,10,4.734992980957031e-05,2.4030311499746172e-05,10,8.036405086517334,3.925351426323489,10,2.21692592382431,0.3692515898334405,10,2.21692592382431,0.3692515898334405,10,1.6014630514383317,0.3264750795974378,10,0.6824703305959701,0.2195019758687883,10,3.338774473667145,0.480955966732852,10,3.338774473667145,0.480955966732852,10,3.298405922353268,0.4847411241209113,10,0.7491490618884564,0.1624925585553092,10,5.758276891708374,0.6116126666472389,10,5.758276891708374,0.6116126666472389,10,5.706157777309418,0.6153337394163952,10,0.78312779545784,0.1435696152175856,10
polynomial,ple,2,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,34.6,35.827363843855444,10,4.840665245056153,0.6340706738705156,10,6.802677702903748,3.9110600255102335,10,0.4412193536758423,0.2546504972915271,10,0.0098485708236694,0.0003364852245718,10,4.203319549560547e-05,2.370105332357416e-05,10,2.9540061950683595e-05,1.7639555757305544e-05,10,7.253817200660706,4.165572466497212,10,2.01970919251442,0.1824363299173091,10,2.01970919251442,0.1824363299173091,10,1.424937145113945,0.1397959251680668,10,0.5918120446801186,0.1101408678227459,10,2.890576265379787,0.3812128595091725,10,2.890576265379787,0.3812128595091725,10,2.8588112953305247,0.3791201112093068,10,0.5722253826260566,0.1305825180510054,10,4.840661276131868,0.6340567913345466,10,4.840661276131868,0.6340567913345466,10,4.796248820126056,0.6331364468465476,10,0.6178209428116679,0.1172794463086042,10
polynomial,single_task_mlp,2,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,27.0,28.06342023979892,10,4.805434703826904,0.8574401687427389,10,3.746703004837036,1.8451560963926907,10,0.2873708486557007,0.1494342417051462,10,0.0061304092407226,0.0001400015334503,10,3.31878662109375e-05,1.5506293412903237e-05,10,2.4199485778808597e-05,1.232892777176974e-05,10,4.04026165008545,1.9945495611197976,10,2.252497509717941,0.3344860827702036,10,2.252497509717941,0.3344860827702036,10,1.6403140008449557,0.2758306861544342,10,0.699633118212223,0.1876295324070612,10,2.9646047337353227,0.5309694143919671,10,2.9646047337353227,0.5309694143919671,10,2.935839117318392,0.5292738134405603,10,0.5504964511282742,0.1628691847036878,10,4.805478405877948,0.8574345399037739,10,4.805478405877948,0.8574345399037739,10,4.767971620187163,0.8544571169663057,10,0.5515738567896187,0.152725563586284,10
polynomial,soft,2,optim-lr_1e-3,,,,0.001,4.5,3.027650354097492,10,36.0,28.82899774725287,10,4.312998867034912,0.1061427693273572,10,5.225853061676025,2.331545372949972,10,0.378382658958435,0.1739516158315807,10,0.0068443775177001,0.0003553466484086,10,4.138946533203125e-05,1.839249923067197e-05,10,3.073215484619141e-05,1.4069816365430484e-05,10,5.611152219772339,2.505456073563401,10,1.9479597043991088,0.09470857836722,10,1.9479597043991088,0.09470857836722,10,1.3412523341178892,0.0980625707286922,10,0.5463221183419228,0.0503823749988207,10,2.6204115945845845,0.0327319296523768,10,2.6204115945845845,0.0327319296523768,10,2.5914167696237564,0.0316292234966695,10,0.5038655298762025,0.0520203807823426,10,4.313014001697303,0.1061362259975171,10,4.313014001697303,0.1061362259975171,10,4.276791262030602,0.1055612184870775,10,0.5208967117592692,0.0566057412188376,10
